date,HF_Rates,HF_Credit,HF_FX,HF_Liquidity,HF_Growth,HF_Inflation,Raw_Growth,Raw_Inflation,Raw_Liquidity,Raw_Credit,Raw_Rates,Raw_FX
2025-08-06,-0.14811246830494407,0.02361167767319805,0.0836763785306115,0.5717766776705057,0.035053698917346915,0.3305178394001857,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-07,-0.14864100204852015,0.02384192351455172,0.08594778629414057,0.5687603717523119,0.03775848767963906,0.3239307205684728,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-08,-0.1489022993850796,0.023820502724711812,0.08371201393641703,0.563051877625283,0.037485898106873,0.3194096524747797,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-09,-0.1489022993850796,0.023820502724711812,0.08371201393641703,0.563051877625283,0.037485898106873,0.3167247443717807,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-10,-0.1489022993850796,0.023820502724711812,0.08371201393641703,0.563051877625283,0.037485898106873,0.31600338024281416,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-11,-0.14681906821714985,0.022126315972187394,0.08717504102951124,0.5879599095146097,0.0408518474432332,0.3210481654871403,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-12,-0.14592979123430316,0.02152372566892191,0.0828814965715331,0.5888877441091322,0.04537860362176462,0.32330850641277986,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-13,-0.1464074581765349,0.022101225790640444,0.08026164071457531,0.6139932174474753,0.04919881003534646,0.31683142329280495,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-14,-0.1449921591437977,0.02082601940769313,0.08449303891572013,0.586368284305096,0.04605771142675889,0.31055841211291546,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-15,-0.14442694134085698,0.020574674143479132,0.08040160243476258,0.6258631029090409,0.04839420267428872,0.3110135597039375,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-16,-0.14442694134085698,0.020574674143479132,0.08040160243476258,0.6258631029090409,0.04839420267428872,0.3071914223024454,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-17,-0.14442694134085698,0.020574674143479132,0.08040160243476258,0.6258631029090409,0.04839420267428872,0.30387557361809575,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
2025-08-18,-0.1406206942834043,0.017210050748658223,0.08362074971841549,0.65458316568641,0.046765082490848764,0.30629679774216895,-0.32519608032987984,-1.3271995126140894,0.3997244836588392,-1.1928022181780937,-1.696648611473784,0.19711525625144352
